auxiliary_index,side,direction,medium,m,n,order_m,order_n,polarization,alpha,gamma,beta,kz,vertical_sign,propagating,power_carrying,rayleigh_warning,refractive_index,auxiliary_amplitude_total_projection,incident_projection,outgoing_amplitude,boundary_phase,outgoing_amplitude_at_boundary,modal_power_code_units,power_ratio,power_source,R,T
503,bottom,outgoing_down,substrate,-7,-1,-7,-1,p,3.7679972651966021e-01+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,1.1640473336478023e+00+5.8707147421016388e-03j,-1.1640473336478023e+00-5.8707147421016388e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,1.3242532908039238e-14+1.6819184020503243e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,1.3242532908039238e-14+1.6819184020503243e-14j,5.6684376391440794e-01-7.5359462992476101e-01j,2.0181293954920969e-14-4.4565210994917613e-16j,2.3591227316534877e-25,2.1627942164938086e-26,dtn_port_modal_amplitudes,0.0,2.1627942164938086e-26
504,bottom,outgoing_down,substrate,-7,0,-7,0,s,3.7679972651966021e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,1.1908694840697704e+00+5.7384876626411915e-03j,-1.1908694840697704e+00-5.7384876626411915e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,6.4487201335204064e-05+1.2415814464501556e-04j,0.0000000000000000e+00+0.0000000000000000e+00j,6.4487201335204064e-05+1.2415814464501556e-04j,7.4727836226891153e-01-5.7718840162962748e-01j,1.1985253125803347e-04+5.5559430328439435e-05j,1.0336334910561568e-05,9.476134948111383e-07,dtn_port_modal_amplitudes,0.0,9.476134948111383e-07
505,bottom,outgoing_down,substrate,-7,0,-7,0,p,3.7679972651966021e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,1.1908694840697704e+00+5.7384876626411915e-03j,-1.1908694840697704e+00-5.7384876626411915e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,1.0867808717725271e-14+3.4404135946158622e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,1.0867808717725271e-14+3.4404135946158622e-15j,7.4727836226891153e-01-5.7718840162962748e-01j,1.0107045123654711e-14-3.7018265064881398e-15j,6.86202668462062e-26,6.290962071533104e-27,dtn_port_modal_amplitudes,0.0,6.290962071533104e-27
506,bottom,outgoing_down,substrate,-7,1,-7,1,s,3.7679972651966021e-01+0.0000000000000000e+00j,2.5132741228718347e-01+0.0000000000000000e+00j,1.1640473336478023e+00+5.8707147421016388e-03j,-1.1640473336478023e+00-5.8707147421016388e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-1.5612873223057876e-15+2.1569979553054321e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.5612873223057876e-15+2.1569979553054321e-15j,5.6684376391440794e-01-7.5359462992476101e-01j,7.4049609354920316e-16+2.3992585816002640e-15j,3.6501479608744836e-27,3.346379055740269e-28,dtn_port_modal_amplitudes,0.0,3.346379055740269e-28
507,bottom,outgoing_down,substrate,-7,1,-7,1,p,3.7679972651966021e-01+0.0000000000000000e+00j,2.5132741228718347e-01+0.0000000000000000e+00j,1.1640473336478023e+00+5.8707147421016388e-03j,-1.1640473336478023e+00-5.8707147421016388e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-4.1493325603791205e-15-8.4072836024651230e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-4.1493325603791205e-15-8.4072836024651230e-15j,5.6684376391440794e-01-7.5359462992476101e-01j,-8.6877070613301235e-15-1.6387015462435490e-15j,4.5251628867398446e-26,4.1485743784401355e-27,dtn_port_modal_amplitudes,0.0,4.1485743784401355e-27
508,bottom,outgoing_down,substrate,-7,2,-7,2,s,3.7679972651966021e-01+0.0000000000000000e+00j,5.0265482457436694e-01+0.0000000000000000e+00j,1.0795903824494906e+00+6.3299839950824886e-03j,-1.0795903824494906e+00-6.3299839950824886e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-4.6455210293530785e-15-1.5485904888644806e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-4.6455210293530785e-15-1.5485904888644806e-15j,-1.8618018000346426e-01-9.2001264075141631e-01j,-5.5981888364790286e-16+4.5622549258498054e-15j,1.134432478749064e-26,1.0400238915597003e-27,dtn_port_modal_amplitudes,0.0,1.0400238915597003e-27
509,bottom,outgoing_down,substrate,-7,2,-7,2,p,3.7679972651966021e-01+0.0000000000000000e+00j,5.0265482457436694e-01+0.0000000000000000e+00j,1.0795903824494906e+00+6.3299839950824886e-03j,-1.0795903824494906e+00-6.3299839950824886e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,4.3610767994719470e-13-2.8218196785281478e-13j,0.0000000000000000e+00+0.0000000000000000e+00j,4.3610767994719470e-13-2.8218196785281478e-13j,-1.8618018000346426e-01-9.2001264075141631e-01j,-3.4080558377016125e-13-3.4868788871162325e-13j,1.2764865331844008e-22,1.1702560678004447e-23,dtn_port_modal_amplitudes,0.0,1.1702560678004447e-23
510,bottom,outgoing_down,substrate,-7,3,-7,3,s,3.7679972651966021e-01+0.0000000000000000e+00j,7.5398223686155030e-01+0.0000000000000000e+00j,9.2179333124812812e-01+7.4135813424655167e-03j,-9.2179333124812812e-01-7.4135813424655167e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-5.0603808851757790e-16+1.3481880112227412e-17j,0.0000000000000000e+00+0.0000000000000000e+00j,-5.0603808851757790e-16+1.3481880112227412e-17j,-9.0875252163367837e-01+1.9069803809340741e-01j,4.5729242089582319e-16-1.0875216322918974e-16j,1.012942354519919e-28,9.286442950180045e-30,dtn_port_modal_amplitudes,0.0,9.286442950180045e-30
511,bottom,outgoing_down,substrate,-7,3,-7,3,p,3.7679972651966021e-01+0.0000000000000000e+00j,7.5398223686155030e-01+0.0000000000000000e+00j,9.2179333124812812e-01+7.4135813424655167e-03j,-9.2179333124812812e-01-7.4135813424655167e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,2.2106541554631556e-14+1.7946788736946704e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,2.2106541554631556e-14+1.7946788736946704e-14j,-9.0875252163367837e-01+1.9069803809340741e-01j,-2.3511792784583719e-14-1.2093515416428593e-14j,3.2049157993184335e-25,2.938199552787685e-26,dtn_port_modal_amplitudes,0.0,2.938199552787685e-26
512,bottom,outgoing_down,substrate,-7,4,-7,4,s,3.7679972651966021e-01+0.0000000000000000e+00j,1.0053096491487339e+00+0.0000000000000000e+00j,6.3843894051126582e-01+1.0703905116874165e-02j,-6.3843894051126582e-01-1.0703905116874165e-02j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-4.4413544223669987e-15-4.4638570289762657e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-4.4413544223669987e-15-4.4638570289762657e-15j,8.9389321983188585e-01+9.0775785469309520e-02j,-3.5648864769962031e-15-4.3933789687387453e-15j,1.0164308374060154e-26,9.318424629255718e-28,dtn_port_modal_amplitudes,0.0,9.318424629255718e-28
513,bottom,outgoing_down,substrate,-7,4,-7,4,p,3.7679972651966021e-01+0.0000000000000000e+00j,1.0053096491487339e+00+0.0000000000000000e+00j,6.3843894051126582e-01+1.0703905116874165e-02j,-6.3843894051126582e-01-1.0703905116874165e-02j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-6.7634444783292463e-15-6.4975782397943847e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-6.7634444783292463e-15-6.4975782397943847e-15j,8.9389321983188585e-01+9.0775785469309520e-02j,-5.4559743935222909e-15-6.4220981188778015e-15j,2.2548370133394527e-26,2.067187258277433e-27,dtn_port_modal_amplitudes,0.0,2.067187258277433e-27
514,bottom,outgoing_down,substrate,-6,-4,-6,-4,s,5.0246343266325200e-01+0.0000000000000000e+00j,-1.0053096491487339e+00+0.0000000000000000e+00j,5.4511961902564321e-01+1.2536312404908668e-02j,-5.4511961902564321e-01-1.2536312404908668e-02j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,1.0465520120749985e-14-9.2702022059867090e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,1.0465520120749985e-14-9.2702022059867090e-15j,5.9406347561978501e-01-6.5216866894429648e-01j,1.7144782357869476e-16-1.2332372869145933e-14j,4.124194981995082e-26,3.780975417289949e-27,dtn_port_modal_amplitudes,0.0,3.780975417289949e-27
515,bottom,outgoing_down,substrate,-6,-4,-6,-4,p,5.0246343266325200e-01+0.0000000000000000e+00j,-1.0053096491487339e+00+0.0000000000000000e+00j,5.4511961902564321e-01+1.2536312404908668e-02j,-5.4511961902564321e-01-1.2536312404908668e-02j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-1.2016325275105283e-14+8.8430544995575729e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.2016325275105283e-14+8.8430544995575729e-15j,5.9406347561978501e-01-6.5216866894429648e-01j,-1.3712968747285796e-15+1.3090006551369470e-14j,4.6965816724593897e-26,4.30572752413204e-27,dtn_port_modal_amplitudes,0.0,4.30572752413204e-27
516,bottom,outgoing_down,substrate,-6,-3,-6,-3,s,5.0246343266325200e-01+0.0000000000000000e+00j,-7.5398223686155030e-01+0.0000000000000000e+00j,8.5977886269402659e-01+7.9483110584241366e-03j,-8.5977886269402659e-01-7.9483110584241366e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,1.7367750408052389e-16+1.9315342022179201e-16j,0.0000000000000000e+00+0.0000000000000000e+00j,1.7367750408052389e-16+1.9315342022179201e-16j,-6.2536003313419108e-01+6.7966903830796443e-01j,-2.3989136907449950e-16-2.7472070957449555e-18j,2.4611785155473582e-29,2.256356817626773e-30,dtn_port_modal_amplitudes,0.0,2.256356817626773e-30
517,bottom,outgoing_down,substrate,-6,-3,-6,-3,p,5.0246343266325200e-01+0.0000000000000000e+00j,-7.5398223686155030e-01+0.0000000000000000e+00j,8.5977886269402659e-01+7.9483110584241366e-03j,-8.5977886269402659e-01-7.9483110584241366e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,4.5025028832225950e-15+2.2830419755741647e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,4.5025028832225950e-15+2.2830419755741647e-15j,-6.2536003313419108e-01+6.7966903830796443e-01j,-4.3673982961940801e-15+1.6324885991269295e-15j,9.296087731743303e-27,8.52245816314172e-28,dtn_port_modal_amplitudes,0.0,8.52245816314172e-28
518,bottom,outgoing_down,substrate,-6,-2,-6,-2,s,5.0246343266325200e-01+0.0000000000000000e+00j,-5.0265482457436694e-01+0.0000000000000000e+00j,1.0271456190786532e+00+6.6531850160449005e-03j,-1.0271456190786532e+00-6.6531850160449005e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,2.5415683246243183e-15+2.0646786207156030e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,2.5415683246243183e-15+2.0646786207156030e-15j,-6.1983362368646455e-01-7.0086775173732907e-01j,-1.2828284153755367e-16-3.0610605087923802e-15j,4.7952148815769364e-27,4.39615238052946e-28,dtn_port_modal_amplitudes,0.0,4.39615238052946e-28
519,bottom,outgoing_down,substrate,-6,-2,-6,-2,p,5.0246343266325200e-01+0.0000000000000000e+00j,-5.0265482457436694e-01+0.0000000000000000e+00j,1.0271456190786532e+00+6.6531850160449005e-03j,-1.0271456190786532e+00-6.6531850160449005e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-2.1843065282295186e-13+3.1593369081358598e-13j,0.0000000000000000e+00+0.0000000000000000e+00j,-2.1843065282295186e-13+3.1593369081358598e-13j,-6.1983362368646455e-01-7.0086775173732907e-01j,3.5681839864204476e-13-4.2735323867084774e-14j,6.597540220334765e-23,6.048486431065932e-24,dtn_port_modal_amplitudes,0.0,6.048486431065932e-24
520,bottom,outgoing_down,substrate,-6,-1,-6,-1,s,5.0246343266325200e-01+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,1.1155795747260577e+00+6.1257753341606019e-03j,-1.1155795747260577e+00-6.1257753341606019e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,1.3162779163593401e-16-2.7968914998589281e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,1.3162779163593401e-16-2.7968914998589281e-15j,1.5005727805173266e-01-9.2853379017640025e-01j,-2.5772565569473184e-15-5.4191477773512206e-16j,3.848353600474216e-27,3.5280898269735656e-28,dtn_port_modal_amplitudes,0.0,3.5280898269735656e-28
